PeakID,Timepoint,Amplitude,Position (px),Sigma (px),Instantaneous diffusion coefficient
332,147,3.2519673084006806,143.99673668473216,3.6600641618787972,0.00101580864809644
334,148,3.4705260464276058,143.99652084262922,3.6350555503638717,0.001049331841818153
336,149,3.7185909588362422,143.95545319648394,3.5028737711301217,0.0010249520521999347
339,150,3.809697911771432,143.89416518258477,3.3009997752218267,0.0009810869319296926
341,151,3.753474112969517,143.87829213121182,3.1605377883819035,0.0009356041763756111
343,152,3.69674722161983,143.7948403770588,3.1617049941022426,0.0008780684554008484
345,153,3.6967723648593505,143.62363643255293,3.1451859482781064,0.0008155827282794946
347,154,3.713352292595768,143.52711340386736,3.1701607567528605,0.0007768978697484762
349,155,3.723226474438508,143.45593895916642,3.2680209076798783,0.0007979286803646755
352,156,3.636923845931647,143.41683047845441,3.3023859332866228,0.0008597138940343666
354,157,3.442107058774361,143.43922821777343,3.2945364000448163,0.000882483467413226
356,158,3.300856560177336,143.47739435798172,3.31441099337273,0.0008281648817973506
357,159,3.3445656697109976,143.5361712311827,3.3330317610757065,0.0007327492114204902
359,160,3.427335605019159,143.66206123826757,3.3214203829565703,0.0006553852142205442
361,161,3.421010226732397,143.88521259799987,3.320587861984454,0.0006427631854243566
363,162,3.489282504713433,144.09635179671386,3.321141061407829,0.0006524889056760033
365,163,3.674763382835658,144.1410537468066,3.3088718081200006,0.0006662002439568718
367,164,3.951132097418164,144.01912334358653,3.26710491705417,0.0006714328285396862
369,165,4.253015709230106,143.91118223640638,3.2141131772094296,0.0006675553084966865
371,166,4.303422812403022,143.91363574746399,3.2135558518636262,0.000655537961635028
373,167,3.915408911788338,143.99950929703763,3.2838943389138375,0.0006308795395158852
375,168,3.314196117040927,144.1091308749807,3.4174612780403417,0.0006179340430141733
378,169,2.8227326596846067,144.2501474541356,3.5778096851737216,0.0006334590610449187
380,170,2.679400358029846,144.46394879983848,3.6557439884784824,0.0006553888700108148
382,171,2.8486760726596807,144.6502210597002,3.6782703861208605,0.0006728777931128068
384,172,3.2059331752748994,144.79674786551587,3.6604481467623486,0.000678250777065974
385,173,3.4749774113335516,144.84358080355,3.560326691708009,0.0006685476248877803
387,174,3.3682283571180793,144.82752045334487,3.4936018264080126,0.0006373700679284356
389,175,3.076918037463175,144.81498610479534,3.48827254618016,0.0005934921947320027
391,176,2.8891256210268734,144.89887529141927,3.505217906966201,0.0005786884791210006
393,177,2.890842541663515,145.0531171228557,3.5240439469639133,0.0006075027781828565
395,178,2.9440219251148645,145.1520570592536,3.532119279180452,0.0006472632050952966
397,179,3.0500733866124894,145.17038459647247,3.5275480928480962,0.0006698662437371937
399,180,3.312623085900611,145.19724147914854,3.5283669633962136,0.0006709243281225317
401,181,3.607114570305446,145.2484643226087,3.5160468217984704,0.0006504746597230951
403,182,3.7397432596149494,145.27908696903629,3.4741453138902156,0.0006012873616820926
405,183,3.73781315456822,145.4006754984931,3.3814761592109495,0.0005313713863634744
407,184,3.7205734754691875,145.54777343431184,3.2705062233349347,0.0004591397097775869
409,185,3.7918821416604422,145.60630283284183,3.229219417314433,0.00040429666740692265
411,186,4.0471883456886095,145.6529718715576,3.2528184548751393,0.00038170558073137627
413,187,4.159992379462738,145.7544630654653,3.309930976021528,0.00037461016907593955
415,188,4.083547217916594,145.92395846220953,3.3999572002402254,0.00037412700117253676
417,189,4.142226788155767,145.97966702504382,3.4925373994471833,0.00037470463356242687
419,190,4.341878780605386,145.81765515733184,3.49348398477203,0.00037691465236489757
421,191,4.6075090175553175,145.59797572055513,3.420601678017624,0.00037338985381395315
423,192,4.743307663054712,145.4492866186021,3.3354785783517342,0.0003597953121919431
425,193,4.605510978677682,145.39623800683063,3.2817576109105655,0.0003577253153077357
427,194,4.20925877926116,145.44473896364212,3.3168910267107834,0.00036298291014378865
429,195,3.7328299756285293,145.578774144165,3.456863596885129,0.00035614197060362105
431,196,3.420386517867415,145.67697376836344,3.6305787246160657,0.0003413448462624376
433,197,3.263100573847508,145.64884085890137,3.7638682567863735,0.0003478373984527399
435,198,3.2008710213135774,145.5857464184209,3.8488123886655408,0.0003623380641308493
438,199,3.18665532877188,145.51936364672733,3.921715529164268,0.0003639418344405034
441,200,3.1621865801848568,145.57553099941498,3.992307660869125,0.0003583101670564503
443,201,3.110350196691592,145.6573357481419,3.960961822992564,0.00035275852763765134
445,202,3.0231487262497696,145.5618505586282,3.887837764398968,0.00035488627892823495
447,203,2.956868515901751,145.42562652514695,3.8612797453325745,0.0003677637333580911
449,204,2.9321236894245257,145.34824154432368,3.8173156333061784,0.00037272743762654356
